Book_ID,Title,Authors,LoCC,Keyword,Snippet
28948,The Rainbow,"Lawrence, D. H. (David Herbert)",PR,narcotic,"building of a canal across their land made them strangers in their own place, this raw bank of earth shutting them off disconcerted them. As they worked in the fields, from beyond the now familiar embankment came the rhythmic run of the winding engines, startling at first, but afterwards a narcotic to the brain. Then the shrill whistle of the trains re-echoed through the heart, with fearsome pleasure, announcing the far-off come near and imminent. As they drove home from town, the farmers of the land met the blackened colliers trooping from the pit-mouth. As they gathered the harvest, the west"
28976,Shaman,"Shea, Robert",PS,laudanum,"all right. Just having you here makes me feel better."" Auguste had learned enough about cancer to be sure that Pierre's condition was hopeless. Dr. Bernard--any of the other white physicians at New York Hospital--would say that nothing more could be done except to make the patient comfortable, give him laudanum perhaps, and wait for the end. But that was merely what white medicine had taught Auguste. White doctors had sharp lancets to draw blood, scalpels to cut into sick people's bodies, saws to cut off infected limbs. They had huge thick books listing hundreds of diseases and prescribing treatments for"
28976,Shaman,"Shea, Robert",PS,opium,"touched it to the old scar on his cheek. A black leather bag contained his surgical instruments--two saws, a big one for legs and a smaller one for arms; four scalpels; lancets for bleeding; a turnkey for pulling teeth; a probe and tongs for removing bullets; a small jar of opium. Any of those things might be needed, where he was going. Last, he took out a book, chosen almost at random from his small collection. On the spine of its brown leather cover was stamped in gold: ""J. Milton. _Paradise Lost_."" Reverend Hale had recommended that he take a Bible."
28987,Sunlight Patch,"Harris, Credo Fitch",PS,narcotic,"to be an unanswerable argument, and outside of the gym on one or two occasions--perhaps others might have been recalled--it was respectfully, even though dreamily, remembered. But now, as he stood on the ground, the abnormally long arms of the antagonist before him precluded any reasonable chance of putting this narcotic into effect--at least, where it had heretofore proved its value. The point of the jaw had been his favorite spot, but the point of this fellow's jaw would be as difficult to reach as Mars. However, he approached warily, taking a close look at the ground to make sure there"
28987,Sunlight Patch,"Harris, Credo Fitch",PS,narcotic,"true reason was that Bip loved Mesmie, and this gave Mesmie a claim upon Aunt Timmie's love. CHAPTER XXVIII AUNT TIMMIE HEARS A SECRET Uncle Zack was sitting, shortly after noon a week later, on the door step of Bradford's cottage. Mesmie was sleeping by the aid of a mild narcotic, and Aunt Timmie, having darkened the windows, had now come quietly out to converse with him. Her seven days of vigilance had been trying to a degree, and, although while in the sick room she was the very soul of tenderness, this opportunity for relaxation came as a grateful relief."
29155,Blake's Burden,"Bindloss, Harold",PR,opium,"to look up fresh suckers or on the jag is more than I know."" ""We met a fellow called Clarke at the _Windsor_ not long since. What's he like?"" Gardner described him and Harding said, ""That's the man."" ""Then I can't see what he was doing at the _Windsor_; an opium joint would have been more in his line."" ""Does the fellow live at Sweetwater?"" Blake asked. ""Has a farm, and runs it well, about three miles back, but he's away pretty often in the North and at a settlement on the edge of the bush country. Don't know what he"
29257,The Book of Khalid,"Rihani, Ameen Fares",PS,soporific,"outside had just struck one, and she was yet reading. After inquiring who it was that knocked, she puts on a kimono and opens the door. She is surprised. ""Anything the matter with you?"" ""No; but I can not sleep."" ""That is amusing. And do you take me for a soporific? If you think you can sleep here, stretch yourself on the couch and try."" Saying which, she laughed and hurried back to her bed. ""I did not come to sleep."" ""What then? How lovely of you to wake me up so early.--No, no; don't apologise. For truly, I too, could"
29257,The Book of Khalid,"Rihani, Ameen Fares",PS,opium,"trunk to evade the Basilisk touch of the Port officials of Beirut, is packed all the hopes of the Modern School. Pack on, Shakib; for whether at the Mena House, or in the hasheesh-dens of Cairo, the Future is drinking to thee, and dreaming of thee and thy School its opium dreams. And Khalid, the while, sits impassive on his trunk, and Im-Hanna is cooking the last dinner of _mojadderah_. Emigration has introduced into Syria somewhat of the three prominent features of Civilisation: namely, a little wealth, a few modern ideas, and many strange diseases. And of these three blessings our"
29257,The Book of Khalid,"Rihani, Ameen Fares",PS,poppy,"Arabic Symbol. CHAPTER I THE DISENTANGLEMENT OF THE ME ""Why this exaggerated sense of thine importance,"" Khalid asks himself in the K. L. MS., ""when a little ptomaine in thy cheese can poison the source of thy lofty contemplations? Why this inflated conception of thy Me, when an infusion of poppy seeds might lull it to sleep, even to stupefaction? What avails thy logic when a little of the Mandragora can melt the material universe into golden, unfolding infinities of dreams? Why take thyself so seriously when a leaf of henbane, taken by mistake in thy salad, can destroy thee? But"
29266,Thurston of Orchard Valley,"Bindloss, Harold",PR,opium,"fail him--if he worries over anything, it certainly will. In any case, he will never be strong again. Mental powers and physical vigor have been reduced to the lowest level by over-work and excessive, if intermittent, indulgence in what I may call a very devilish drug--a particular Chinese preparation of opium, not generally known even on this opium-consuming coast. Under its influence he may still be capable of spasmodic fits of energy, but while each dose will assist towards his dissolution, I dare not--at this stage--recommend complete deprivation. I have arranged with your own adviser as to the best treatment known"
